#OTU ID,Domain,Phylum,Phylum_mod,Class,Order,Family,Genus,Species,otulevel
OTU_182,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,SAR11 clade,Clade II,,,OTU_182
OTU_237,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,SAR11 clade,Clade II,,,OTU_237
OTU_486,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,SAR11 clade,Clade II,,,OTU_486
OTU_132,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,SAR11 clade,Clade II,,,OTU_132
OTU_163,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,SAR11 clade,Clade II,,,OTU_163
OTU_143,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,SAR11 clade,Clade II,,,OTU_143
OTU_325,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,SAR11 clade,Clade II,,,OTU_325
OTU_9,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,SAR11 clade,Clade II,,,OTU_9
OTU_41,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,SAR11 clade,Clade II,,,OTU_41
OTU_93,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,SAR11 clade,Clade II,uncultured alpha proteobacterium,uncultured alpha proteobacterium,OTU_93
OTU_316,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,SAR11 clade,Clade III,,,OTU_316
OTU_1264,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,SAR11 clade,Clade IV,,,OTU_1264
OTU_972,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,SAR11 clade,Clade IV,,,OTU_972
OTU_440,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,SAR11 clade,Clade IV,,,OTU_440
OTU_173,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,SAR11 clade,Clade IV,,,OTU_173
OTU_1193,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,SAR11 clade,Clade IV,Ambiguous_taxa,Ambiguous_taxa,OTU_1193
OTU_48,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,SAR11 clade,Clade IV,Ambiguous_taxa,Ambiguous_taxa,OTU_48
OTU_256,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,SAR11 clade,Clade IV,Ambiguous_taxa,Ambiguous_taxa,OTU_256
OTU_375,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,SAR11 clade,Clade IV,uncultured bacterium,uncultured bacterium,OTU_375
OTU_628,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,SAR11 clade,uncultured,,,OTU_628
OTU_918,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,SAR11 clade,uncultured,uncultured bacterium,uncultured bacterium,OTU_918
OTU_661,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,SAR11 clade,uncultured,uncultured bacterium,uncultured bacterium,OTU_661
OTU_1241,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Sneathiellales,Sneathiellaceae,,,OTU_1241
OTU_1278,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Sneathiellales,Sneathiellaceae,AT-s3-44,,OTU_1278
OTU_403,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Sneathiellales,Sneathiellaceae,AT-s3-44,,OTU_403
OTU_421,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Sneathiellales,Sneathiellaceae,AT-s3-44,,OTU_421
OTU_1138,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Sneathiellales,Sneathiellaceae,AT-s3-44,,OTU_1138
OTU_587,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Sneathiellales,Sneathiellaceae,AT-s3-44,,OTU_587
OTU_607,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Sneathiellales,Sneathiellaceae,AT-s3-44,,OTU_607
OTU_1257,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Sneathiellales,Sneathiellaceae,AT-s3-44,uncultured bacterium,OTU_1257
OTU_1219,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Sneathiellales,Sneathiellaceae,AT-s3-44,uncultured bacterium,OTU_1219
OTU_1395,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Sneathiellales,Sneathiellaceae,Sneathiella,uncultured alpha proteobacterium,OTU_1395
OTU_371,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,,OTU_371
OTU_1039,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Erythrobacter,,OTU_1039
OTU_656,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus,,OTU_656
OTU_1124,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Thalassobaculales,Nisaeaceae,OM75 clade,,OTU_1124
OTU_229,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Thalassobaculales,Nisaeaceae,OM75 clade,,OTU_229
OTU_857,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Thalassobaculales,Nisaeaceae,OM75 clade,uncultured alpha proteobacterium,OTU_857
OTU_1161,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,uncultured,,,,OTU_1161
OTU_1261,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,uncultured,,,,OTU_1261
OTU_1315,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,uncultured,,,,OTU_1315
OTU_1295,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,uncultured,,,,OTU_1295
OTU_1076,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,uncultured,,,,OTU_1076
OTU_990,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,uncultured,,,,OTU_990
OTU_409,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,uncultured,,,,OTU_409
OTU_997,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,uncultured,,,,OTU_997
OTU_482,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,uncultured,,,,OTU_482
OTU_428,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,uncultured,,,,OTU_428
OTU_150,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,uncultured,,,,OTU_150
OTU_846,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,uncultured,uncultured marine bacterium,uncultured marine bacterium,uncultured marine bacterium,OTU_846
OTU_1256,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,uncultured,uncultured marine bacterium,uncultured marine bacterium,uncultured marine bacterium,OTU_1256
OTU_1119,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,uncultured,uncultured marine bacterium,uncultured marine bacterium,uncultured marine bacterium,OTU_1119
OTU_776,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,uncultured,uncultured marine bacterium,uncultured marine bacterium,uncultured marine bacterium,OTU_776
OTU_177,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,uncultured,uncultured marine bacterium,uncultured marine bacterium,uncultured marine bacterium,OTU_177
OTU_469,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,uncultured,uncultured marine bacterium,uncultured marine bacterium,uncultured marine bacterium,OTU_469
OTU_220,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,uncultured,uncultured marine bacterium,uncultured marine bacterium,uncultured marine bacterium,OTU_220
OTU_985,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,,,,,OTU_985
OTU_953,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,,,,,OTU_953
OTU_1324,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Peredibacter,,OTU_1324
OTU_1167,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Peredibacter,uncultured Bacteriovorax sp.,OTU_1167
OTU_1085,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,uncultured,Ambiguous_taxa,OTU_1085
OTU_970,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,uncultured,Ambiguous_taxa,OTU_970
OTU_402,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,uncultured,Ambiguous_taxa,OTU_402
OTU_442,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,uncultured,uncultured bacterium,OTU_442
OTU_931,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,,OTU_931
OTU_875,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,,OTU_875
OTU_1104,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,,OTU_1104
OTU_886,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,,OTU_886
OTU_671,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,,OTU_671
OTU_821,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,,OTU_821
OTU_856,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,,OTU_856
OTU_547,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,,OTU_547
OTU_447,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,,OTU_447
OTU_626,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,,OTU_626
OTU_1061,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,Ambiguous_taxa,OTU_1061
OTU_689,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,Ambiguous_taxa,OTU_689
OTU_399,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,Ambiguous_taxa,OTU_399
OTU_1064,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,uncultured bacterium,OTU_1064
OTU_1152,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,uncultured bacterium,OTU_1152
OTU_705,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,uncultured bacterium,OTU_705
OTU_738,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,uncultured bacterium,OTU_738
OTU_1144,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,uncultured delta proteobacterium,OTU_1144
OTU_806,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,uncultured delta proteobacterium,OTU_806
OTU_1158,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,uncultured delta proteobacterium,OTU_1158
OTU_845,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,uncultured delta proteobacterium,OTU_845
OTU_434,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,uncultured delta proteobacterium,OTU_434
OTU_1272,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,uncultured delta proteobacterium,OTU_1272
OTU_1344,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,uncultured marine bacterium,OTU_1344
OTU_1381,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,uncultured marine bacterium,OTU_1381
OTU_839,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,uncultured marine bacterium,OTU_839
OTU_762,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,uncultured marine bacterium,OTU_762
OTU_749,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,uncultured marine bacterium,OTU_749
OTU_427,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,uncultured marine bacterium,OTU_427
OTU_1404,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,uncultured,,OTU_1404
OTU_753,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,uncultured,uncultured delta proteobacterium,OTU_753
OTU_1075,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Myxococcales,,,,OTU_1075
OTU_743,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Myxococcales,bacteriap25,uncultured bacterium,uncultured bacterium,OTU_743
OTU_499,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Myxococcales,Blfdi19,,,OTU_499
OTU_688,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Myxococcales,Blfdi19,uncultured bacterium,uncultured bacterium,OTU_688
OTU_1150,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Myxococcales,Blfdi19,uncultured bacterium,uncultured bacterium,OTU_1150
OTU_1205,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Myxococcales,Blfdi19,uncultured bacterium,uncultured bacterium,OTU_1205
OTU_1184,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Myxococcales,Blfdi19,uncultured bacterium,uncultured bacterium,OTU_1184
OTU_351,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Myxococcales,Blfdi19,uncultured bacterium,uncultured bacterium,OTU_351
OTU_1370,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Myxococcales,Eel-36e1D6,uncultured delta proteobacterium,uncultured delta proteobacterium,OTU_1370
OTU_1235,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,,OTU_1235
OTU_1367,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Myxococcales,P3OB-42,uncultured bacterium,uncultured bacterium,OTU_1367
OTU_566,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Myxococcales,P3OB-42,uncultured bacterium,uncultured bacterium,OTU_566
OTU_1101,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Myxococcales,P3OB-42,uncultured bacterium,uncultured bacterium,OTU_1101
OTU_695,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Myxococcales,P3OB-42,uncultured bacterium,uncultured bacterium,OTU_695
OTU_747,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Myxococcales,P3OB-42,uncultured bacterium,uncultured bacterium,OTU_747
OTU_217,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Myxococcales,P3OB-42,uncultured bacterium,uncultured bacterium,OTU_217
OTU_575,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Myxococcales,P3OB-42,uncultured bacterium,uncultured bacterium,OTU_575
OTU_700,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Myxococcales,P3OB-42,uncultured bacterium,uncultured bacterium,OTU_700
OTU_1350,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,NB1-j,,,,OTU_1350
OTU_1199,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,NB1-j,,,,OTU_1199
OTU_940,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,NB1-j,,,,OTU_940
OTU_1010,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,NB1-j,,,,OTU_1010
OTU_779,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,NB1-j,,,,OTU_779
OTU_805,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,NB1-j,hydrothermal vent metagenome,hydrothermal vent metagenome,hydrothermal vent metagenome,OTU_805
OTU_1129,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,NB1-j,uncultured bacterium,uncultured bacterium,uncultured bacterium,OTU_1129
OTU_588,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,NB1-j,uncultured deep-sea bacterium,uncultured deep-sea bacterium,uncultured deep-sea bacterium,OTU_588
OTU_471,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,NB1-j,uncultured marine bacterium,uncultured marine bacterium,uncultured marine bacterium,OTU_471
OTU_1365,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,NB1-j,uncultured organism,uncultured organism,uncultured organism,OTU_1365
OTU_1137,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,NB1-j,uncultured organism,uncultured organism,uncultured organism,OTU_1137
OTU_1145,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,NB1-j,uncultured organism,uncultured organism,uncultured organism,OTU_1145
OTU_484,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,NB1-j,uncultured organism,uncultured organism,uncultured organism,OTU_484
OTU_1140,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Oligoflexales,053A03-B-DI-P58,uncultured bacterium,uncultured bacterium,OTU_1140
OTU_1045,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,uncultured,,OTU_1045
OTU_835,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,uncultured,,OTU_835
OTU_843,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,uncultured,uncultured bacterium,OTU_843
OTU_1316,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,uncultured,uncultured bacterium,OTU_1316
OTU_139,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,uncultured,uncultured bacterium,OTU_139
OTU_1254,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,uncultured,uncultured marine bacterium,OTU_1254
OTU_1154,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,uncultured,uncultured proteobacterium,OTU_1154
OTU_1019,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,PB19,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,OTU_1019
OTU_665,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,PB19,uncultured bacterium,uncultured bacterium,uncultured bacterium,OTU_665
OTU_614,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,PB19,uncultured bacterium,uncultured bacterium,uncultured bacterium,OTU_614
OTU_645,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,PB19,uncultured delta proteobacterium,uncultured delta proteobacterium,uncultured delta proteobacterium,OTU_645
OTU_961,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,PB19,uncultured delta proteobacterium,uncultured delta proteobacterium,uncultured delta proteobacterium,OTU_961
OTU_1195,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,PB19,uncultured delta proteobacterium,uncultured delta proteobacterium,uncultured delta proteobacterium,OTU_1195
OTU_987,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,PB19,uncultured marine bacterium,uncultured marine bacterium,uncultured marine bacterium,OTU_987
OTU_1123,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,PB19,uncultured marine bacterium,uncultured marine bacterium,uncultured marine bacterium,OTU_1123
OTU_1109,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,,OTU_1109
OTU_1177,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,,OTU_1177
OTU_622,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,,OTU_622
OTU_525,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,,OTU_525
OTU_710,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,,OTU_710
OTU_297,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,,OTU_297
OTU_983,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,,OTU_983
OTU_70,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,,OTU_70
OTU_1,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,,OTU_1
OTU_1401,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,OTU_1401
OTU_324,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),uncultured bacterium HF0770_45N15,uncultured bacterium HF0770_45N15,uncultured bacterium HF0770_45N15,OTU_324
OTU_1079,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),uncultured marine bacterium,uncultured marine bacterium,uncultured marine bacterium,OTU_1079
OTU_1148,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),uncultured marine bacterium,uncultured marine bacterium,uncultured marine bacterium,OTU_1148
OTU_773,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,,,,,OTU_773
OTU_1288,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,,,,,OTU_1288
OTU_1329,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,,,,,OTU_1329
OTU_1412,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,,,,,OTU_1412
OTU_1373,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,,,,,OTU_1373
OTU_922,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,,,,,OTU_922
OTU_1356,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,,,,,OTU_1356
OTU_592,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,,,,,OTU_592
OTU_635,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,,,,,OTU_635
OTU_400,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,,,,,OTU_400
OTU_138,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,,,,,OTU_138
OTU_140,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,,,,,OTU_140
OTU_108,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,,,,,OTU_108
OTU_46,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,,,,,OTU_46
OTU_393,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,,OTU_393
OTU_63,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Ambiguous_taxa,OTU_63
OTU_369,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Paraglaciecola,Ambiguous_taxa,OTU_369
OTU_1408,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,,OTU_1408
OTU_1273,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,,OTU_1273
OTU_1082,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,,OTU_1082
OTU_770,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,,OTU_770
OTU_733,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,Ambiguous_taxa,OTU_733
OTU_258,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,Ambiguous_taxa,OTU_258
OTU_783,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,uncultured Colwellia sp.,OTU_783
OTU_994,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina,,OTU_994
OTU_973,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Alteromonadales,Marinobacteraceae,Marinobacter,,OTU_973
OTU_323,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Alteromonadales,Marinobacteraceae,Marinobacter,uncultured Marinobacter sp.,OTU_323
OTU_358,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Alteromonadales,Moritellaceae,Moritella,Ambiguous_taxa,OTU_358
OTU_539,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,,OTU_539
